restaurant_id,name,rating,reviews,price,cuisine_location,timeslots
143070,Ronaq - Comley Bank,4.5,(23),Price: Moderate,• Indian • Edinburgh,"21:15, 21:30"
177567,Itchycoo Bar & Kitchen,4.0,(46),Price: Moderate,• Scottish • Edinburgh,"21:00, 21:15"
372819,Pho Edinburgh Lothian Road,4.3,(91),Price: Moderate,• Vietnamese • Old Town,"20:45, 21:00"
292335,Koyama,2.8,(8),Price: Moderate,• Japanese • Old Town,"21:45*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 22:00*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
174009,Novapizza Vegan Kitchen,4.8,(761),Price: Expensive,• Vegan • Edinburgh,"20:45, 21:00"
441147,Toast,4.8,(3),Price: Moderate,"• Global, International • Leith","20:30*, Seating optionsStandardCounterHigh Top, Seating optionsStandardCounterHigh Top, Seating optionsStandardCounterHigh Top, Seating optionsStandardCounterHigh Top"
83929,56 North,4.5,(158),Price: Moderate,• Gastro Pub • Newington,"23:00, 23:15, 23:30, 23:45, 00:00"
94416,Blackwoods,4.3,(168),Price: Expensive,• Steak • Stockbridge,"21:00, 21:15"
275880,The Caley Bar,4.6,(18),Price: Moderate,• Bar / Lounge / Bottle Service • New Town,"23:00, 23:15, 23:30, 23:45"
382806,1802 Lounge & Grill,4.1,(54),Price: Expensive,• Scottish • Edinburgh,"20:45, 21:00"
111888,Paradise Palms,4.0,(3),Price: Moderate,• Vegan • Edinburgh,"21:45, 22:00"
206637,Scotland Meets Sardinia - Supper Club,4.9,(16),Price: Very Expensive,• Italian • Edinburgh,"20:30, 20:45"
348732,Paolozzi Beer & Kitchen,4.6,(44),Price: Moderate,• Scottish • Edinburgh,20:30
291198,The Dunstane Restaurant & Bar,4.5,(15),Price: Very Expensive,• Scottish • Edinburgh,"21:15, 21:30"
142620,Verdo Turkish BBQ Restaurantnew,4.4,(26),Price: Moderate,• Turkish • Newington,"21:30, 21:45"
453561,The Kilderkinnew,5.0,(0),Price: Moderate,• Scottish • Old Town,"20:45, 21:00"
124458,The Cavaliere,4.8,(758),Price: Expensive,• Italian • Edinburgh,"21:45*, Seating optionsStandardBarHigh Top, Seating optionsStandardBarHigh Top, Seating optionsStandardBarHigh Top, Seating optionsStandardBarHigh Top, 22:00*, Seating optionsStandardBarHigh Top, Seating optionsStandardBarHigh Top, Seating optionsStandardBarHigh Top, Seating optionsStandardBarHigh Top"
419481,Grosvenor Casino Edinburghnew,,(0),Price: Moderate,• British • Edinburgh,"22:45, 23:00"
113061,The Railbridge Bistro,4.6,(151),Price: Moderate,• Scottish • Edinburgh,"20:30, 20:45"
248955,Blossom Restaurant at VOCO Haymarket,3.3,(6),Price: Expensive,• Italian • Haymarket,"20:45, 21:00"
112383,Queens Spicenew,,,Price: Expensive,• Indian • Edinburgh,"22:15, 22:30"
127521,Wheatsheaf Hotel,4.9,(81),Price: Expensive,• Scottish • Duns,20:30
